Class origin; Class destiny;Connection Strength Value
FiltroAutorizacao;IniciarPolicyServlet;0.3
OrgaoPublicoDAO;ManterServidorEJB;0.0
FormaAvaliacaoDAO;ManterMatrizCurricularEJB;0.0
FormaAvaliacaoDAO;ManterEtapaAvaliacaoEJB;0.0
EixoTecnologicoDAO;ManterProjetoExtensaoEJB;0.0
EixoTecnologicoDAO;ManterCursoEJB;0.4599
EixoTecnologicoDAO;TipoEixoTecnologico;0.0
ManterReservaAmbienteDeAprendizagemEJB;CategoriaAmbienteAprendizagemDAO;0.0
ManterReservaAmbienteDeAprendizagemEJB;FuncionarioDAO;0.3
ManterReservaAmbienteDeAprendizagemEJB;UnidadeOrganizacionalDAO;11.906871484448995
ManterReservaAmbienteDeAprendizagemEJB;VinculoDAO;0.3
ManterReservaAmbienteDeAprendizagemEJB;ReservaAmbienteDeAprendizagemDAO;22.132563976563294
ManterReservaAmbienteDeAprendizagemEJB;DataFixaDAO;0.3
ManterReservaAmbienteDeAprendizagemEJB;UnidadeEnsinoDAO;0.0
ManterReservaAmbienteDeAprendizagemEJB;AmbienteAprendizagemDAO;8.953272784448995
ManterReservaAmbienteDeAprendizagemEJB;InstituicaoDAO;0.0
TipoStatusAlunoDAO;ManterStatusAlunoEJB;0.0
TrabalhoConclusaoDAO;ManterElementoCurricularEJB;27.9250527343606
TrabalhoConclusaoDAO;ListaAuxiliarSelecao;0.0
FormulaCriterioClassificacaoDAO;ManterCriterioClassificacaoEJB;0.3
EstruturaEtapaAvaliacaoMatrizCurricularDAO;ManterEtapaAvaliacaoEJB;236.71334304879753
EstruturaEtapaAvaliacaoMatrizCurricularDAO;EstruturaEtapaAvaliacao;0.0
EstruturaEtapaAvaliacaoMatrizCurricularDAO;ImprimirDiarioDeClasseEJB;0.0
EstruturaEtapaAvaliacaoMatrizCurricularDAO;FecharPeriodoLetivoClasseEJB;0.0
EstruturaEtapaAvaliacaoMatrizCurricularDAO;AbrirPeriodoLetivoPorTurmaEJB;0.0
EventoExternoDAO;ManterEventoExternoEJB;14.192661484448994
AuditAcessoEJB;AuditAcessoDAO;12.594188296199997
AulaDAO;ManterClasseEJB;237.05473996588398
AulaDAO;ManterConselhoClasseEJB;0.0
AulaDAO;ManterAulaEJB;87.6217901280063
AulaDAO;HorarioAula;0.0
AulaDAO;ManterHorarioAulaEJB;1.314
AulaDAO;Classe;0.0
AulaDAO;ManterGradeHorariaEJB;1.2768
AulaDAO;Docencia;0.0
AulaDAO;FecharPeriodoLetivoClasseEJB;57.8991359637777
AulaDAO;PeriodoLetivo;0.0
AulaDAO;ManterDiarioClasseEJB;1123.504520848778
AulaDAO;UnidadeEnsino;0.0
AulaDAO;AbrirPeriodoLetivoPorTurmaEJB;0.0
TermoCompromissoDAO;ManterConvenioEJB;3.171
InstituicaoDAO;ManterElementoOrganizacionalEJB;0.6
InstituicaoDAO;ManterReservaAmbienteDeAprendizagemEJB;0.0
InstituicaoDAO;ManterElementoCurricularEJB;0.3
InstituicaoDAO;ManterPermissaoEJB;0.0
InstituicaoDAO;ManterEstagioMatriculaEJB;0.0
InstituicaoDAO;ManterAmbienteAprendizagemEJB;0.0
InstituicaoDAO;ManterProjetoExtensaoEJB;0.6
InstituicaoDAO;ManterEquipamentoEnsinoEJB;0.0
InstituicaoDAO;ManterEventoExternoEJB;0.0
InstituicaoDAO;ManterRelatorioAlunoEJB;0.0
InstituicaoDAO;ManterServidorEJB;0.0
InstituicaoDAO;ManterLocalizacaoEJB;0.0
InstituicaoDAO;ManterRelatorioFinalEstagioEJB;0.0
InstituicaoDAO;ImprimirDiarioDeClasseEJB;0.3
InstituicaoDAO;ManterTemplateRelatorioEstagioEJB;0.0
InstituicaoDAO;ManterPeriodoInscricaoProgramaAssisEstudantilEJB;0.0
InstituicaoDAO;ManterProgramaAssistenciaEstudantilEJB;0.0
InstituicaoDAO;ManterCursoEJB;0.0
InstituicaoDAO;ManterPerguntasProgramasAssistenciaEstudantilEJB;0.0
InstituicaoDAO;ListaAuxiliarSelecao;0.0
InstituicaoDAO;ManterAlunoEJB;0.3
InstituicaoDAO;OrganizacaoAcademica;0.0
InstituicaoDAO;ManterCalendarioAcademicoEJB;0.0
InstituicaoDAO;ManterMatriculaEJB;0.0
InstituicaoDAO;ManterSupervisaoEstagioEJB;0.0
InstituicaoDAO;ManterDiarioClasseEJB;0.0
InstituicaoDAO;ManterOfertaVagaEJB;0.3
InstituicaoDAO;ManterConjuntoTemplateRelatorioEstagioEJB;0.0
InstituicaoDAO;ManterSituacaoAlunoCursoEJB;0.0
FuncionarioDAO;ManterReservaAmbienteDeAprendizagemEJB;0.3
FuncionarioDAO;ListaAuxiliarSelecao;0.0
FuncionarioDAO;ManterEstagioMatriculaEJB;9.218510700000001
FuncionarioDAO;ManterAmbienteAprendizagemEJB;8.793372784448996
FuncionarioDAO;ManterRelatorioFinalEstagioEJB;8.6185107
FuncionarioDAO;UnidadeOrganizacional;0.0
FuncionarioDAO;ManterServidorEJB;18.137021400000002
FuncionarioDAO;NegocioException;0.0
ManterCriterioClassificacaoEJB;FormulaCriterioClassificacaoDAO;0.3
ManterCriterioClassificacaoEJB;CursoDAO;0.3
ManterCriterioClassificacaoEJB;CriterioClassificacaoDAO;0.0
ManterCriterioClassificacaoEJB;MatrizCurricularDAO;13.342790649114294
ManterCriterioClassificacaoEJB;FormulaCriterioClassificacao;0.0
MenuDAO;MenuEJB;5.950777379999999
MenuDAO;Usuario;0.0
AnnotatedClass;AnnotatedMethodImpl;0.0
TipoEstagioRegularDAO;ManterSupervisaoEstagioEJB;0.0
DuracaoDAO;ManterPerfilEJB;0.3
DuracaoDAO;ManterPermissaoEJB;1.557
DuracaoDAO;Duracao;0.6
HistoricoMatriculaMatrizDAO;ManterMatriculaEJB;0.0
AvaliarProjetoExtensaoDAO;ManterRelatorioAcompanhamentoEJB;0.3
AvaliarProjetoExtensaoDAO;ManterPeriodoAcompanhamentoEJB;0.3
AvaliarProjetoExtensaoDAO;ManterAvaliarProjetoExtensaoEJB;0.3
EixoTecnologicoCursoSuperiorDAO;ManterMatriculaEJB;0.0
StatusTramiteRelatorioFinalEstagioDAO;ManterRelatorioFinalEstagioEJB;0.3
TemplateRelatorioEstagioDAO;ManterTemplateRelatorioEstagioEJB;13.714250154760013
DBUtil;ValidadorDuracao;0.0
DBUtil;EntityPermissionService;0.3
DBUtil;SubjectService;0.3
DBUtil;PermissionService;0.0
DBUtil;PrincipalService;0.0
GrupoCurricularDAO;ManterMatrizCurricularEJB;0.0
ManterHorarioAulaEJB;AulaDAO;1.314
ManterHorarioAulaEJB;DocenciaGradeHorarioDAO;58.556135963777706
ManterHorarioAulaEJB;HorarioAulaDAO;1.2570000000000001
ManterHorarioAulaEJB;HorarioAula;0.0
StatusAlunoPeriodoDAO;FecharPeriodoLetivoPorTurmaEJB;0.3
StatusAlunoPeriodoDAO;ManterInscricaoElementoCurricularEJB;0.3
StatusAlunoPeriodoDAO;ManterStatusAlunoEJB;0.0
StatusAlunoPeriodoDAO;ManterConselhoClasseEJB;0.3
StatusAlunoPeriodoDAO;ManterTurmaEJB;0.0
StatusAlunoPeriodoDAO;VincularAlunoAClasseEJB;0.3
StatusAlunoPeriodoDAO;ManterSituacaoAlunoCursoEJB;0.3
MandatoDAO;Vinculo;0.0
MandatoDAO;ManterServidorEJB;66.91664250929999
ManterEnadeEJB;ParticipanteEnadeDAO;334.5987281691858
ManterEnadeEJB;TipoParticipanteEnadeDAO;0.3
ManterEnadeEJB;StatusHistoricoEnadeDAO;0.0
ManterEnadeEJB;MatriculaDAO;270.2984730171811
ManterEnadeEJB;StatusAlunoCursoDAO;0.3
ManterEnadeEJB;EnadeDAO;194.2748934140089
ManterEnadeEJB;StatusEnadeDAO;0.0
Registros;EducacensoDAO;0.3
AutenticacaoUtil;HttpAutenticacaoUtil;0.6
RelatorioAcompanhamentoDAO;ManterRelatorioAcompanhamentoEJB;0.3
RelatorioAcompanhamentoDAO;ManterAvaliarProjetoExtensaoEJB;0.3
ManterGradeHorariaEJB;AulaDAO;1.2768
ManterGradeHorariaEJB;DiaSemanaDAO;0.3
ManterGradeHorariaEJB;GradeHorarioHorarioAula;0.6
ManterGradeHorariaEJB;GradeHorariaMatrizCurricularDAO;57.783995579085925
ManterGradeHorariaEJB;GradeHorarioHorarioAulaDAO;11.6451
ManterGradeHorariaEJB;GradeHorariaDAO;161.8630445116741
EtapaNotaAlunos;Avaliacao;0.0
EtapaNotaAlunos;FecharPeriodoLetivoClasseEJB;0.0
EtapaNotaAlunos;EtapaAvaliacao;0.0
EtapaNotaAlunos;NotaEtapaAluno;0.0
OcorrenciaAlunoDAO;ManterDiarioClasseEJB;0.0
TipoOcorrenciaDAO;ManterOcorrenciaAlunoEJB;0.6
TipoOcorrenciaDAO;TipoOcorrencia;0.0
TipoOcorrenciaDAO;ManterDiarioClasseEJB;0.0
TipoOcorrenciaDAO;ManterTipoOcorrenciaEJB;0.3
TipoLogradouroDAO;ManterElementoOrganizacionalEJB;0.0
TipoLogradouroDAO;ManterPessoaFisicaEJB;0.0
TipoLogradouroDAO;ManterInstituicaoExternaEJB;0.0
ManterAlunoEJB;UnidadeFederativaDAO;0.0
ManterAlunoEJB;Parentesco;0.0
ManterAlunoEJB;AnoConclusaoInstituicaoOrigem;0.0
ManterAlunoEJB;EmailDAO;0.0
ManterAlunoEJB;ElementoCurricularDAO;57.8991359637777
ManterAlunoEJB;MatriculaDAO;0.3
ManterAlunoEJB;FaltaDAO;128.51569474433597
ManterAlunoEJB;UsuarioDAO;0.0
ManterAlunoEJB;PessoaFisicaDAO;0.3
ManterAlunoEJB;AnoConclusaoInstituicaoOrigemDAO;0.3
ManterAlunoEJB;PeriodoLetivoDAO;110.06922850550697
ManterAlunoEJB;ProfissaoDAO;0.0
ManterAlunoEJB;TipoEscolaOrigemDAO;0.0
ManterAlunoEJB;PessoaFisica;0.0
ManterAlunoEJB;TipoParentescoDAO;0.0
ManterAlunoEJB;ClassificacaoTipoParentescoDAO;0.0
ManterAlunoEJB;ResultadoAvaliacaoDAO;4.1157900000000005
ManterAlunoEJB;UnidadeEnsinoDAO;13.132761484448995
ManterAlunoEJB;CursoOrigemDAO;0.3
ManterAlunoEJB;ParentescoDAO;0.3
ManterAlunoEJB;AlunoTrabalhadorDAO;0.3
ManterAlunoEJB;ResponsavelDAO;6.632957489999999
ManterAlunoEJB;UnidadeOrganizacionalDAO;20.225382184448996
ManterAlunoEJB;EnturmacaoDAO;168.26836446928468
ManterAlunoEJB;CursoDAO;8.493372784448995
ManterAlunoEJB;AlunoDAO;367.6892709778272
ManterAlunoEJB;TipoTelefoneDAO;0.3
ManterAlunoEJB;ClasseDAO;7.067981489999999
ManterAlunoEJB;AreaProcedenciaDAO;0.0
ManterAlunoEJB;TurmaDAO;13.342790649114294
ManterAlunoEJB;TipoIngressoDAO;0.0
ManterAlunoEJB;InstituicaoOrigemDAO;0.3
ManterAlunoEJB;ModalidadeEnsinoDAO;0.0
ManterAlunoEJB;Aluno;0.0
ManterAlunoEJB;InstituicaoDAO;0.3
ManterAlunoEJB;AlunoTrabalhador;0.0
ManterAlunoEJB;MunicipioDAO;0.7599
AulaAntecipacaoReposicaoDAO;ManterClasseEJB;22.04093753700184
AulaAntecipacaoReposicaoDAO;Aula;0.0
AulaAntecipacaoReposicaoDAO;ManterDiarioClasseEJB;1.02
AutorizacaoUtil;GenericoPrincipal;0.0
ValidaDocumentoDAO;ManterValidaDocumentoEJB;2.4789299999999996
ManterRelatorioFinalEstagioEJB;TipoTermoEstagio;0.0
ManterRelatorioFinalEstagioEJB;EmailDAO;0.0
ManterRelatorioFinalEstagioEJB;TipoArquivoRelatorioFinalEstagioDAO;0.4599
ManterRelatorioFinalEstagioEJB;RelatorioFinalEstagioTramite;214.36091113249324
ManterRelatorioFinalEstagioEJB;RelatorioFinalEstagioDAO;325.3301396380003
ManterRelatorioFinalEstagioEJB;Instituicao;0.0
ManterRelatorioFinalEstagioEJB;TipoEstagioDAO;0.0
ManterRelatorioFinalEstagioEJB;FuncionarioDAO;8.6185107
ManterRelatorioFinalEstagioEJB;EstagioMatriculaDAO;110.06922850550697
ManterRelatorioFinalEstagioEJB;TermoEstagioDAO;0.7599
ManterRelatorioFinalEstagioEJB;RelatorioFinalEstagioTramiteDAO;3.23679
ManterRelatorioFinalEstagioEJB;RelatorioFinalEstagio;3.9157199999999994
ManterRelatorioFinalEstagioEJB;InstituicaoDAO;0.0
ManterRelatorioFinalEstagioEJB;StatusTramiteRelatorioFinalEstagioDAO;0.3
PeriodoAvaliacaoDocenteDAO;PeriodoLetivo;0.0
PeriodoAvaliacaoDocenteDAO;ManterAvaliacaoDocenteEJB;39.596218029409016
HistoricoEscolar;Enturmacao;0.0
StatusUsuarioDAO;ManterUsuarioEJB;0.0
ManterAbonoFaltaEJB;CursoDAO;103.51291098220346
ManterAbonoFaltaEJB;TipoAbonoDAO;0.0
ManterAbonoFaltaEJB;AbonoFalta;0.0
ManterAbonoFaltaEJB;Falta;14.203774979999997
ManterAbonoFaltaEJB;MatriculaDAO;78.309908102892
ManterAbonoFaltaEJB;FaltaDAO;300.3735462748012
ManterAbonoFaltaEJB;AlunoDAO;0.3
ManterAbonoFaltaEJB;AbonoFaltaDAO;75.43615736377771
ManterAbonoFaltaEJB;PessoaFisicaDAO;0.6
ManterElementoCurricularEJB;TCCDAO;27.625052734360604
ManterElementoCurricularEJB;TipoElementoCurricularDAO;0.3
ManterElementoCurricularEJB;UnidadeOrganizacionalDAO;11.906871484448995
ManterElementoCurricularEJB;CursoDAO;0.8999999999999999
ManterElementoCurricularEJB;ElementoOrganizacionalDAO;0.6
ManterElementoCurricularEJB;Disciplina;0.0
ManterElementoCurricularEJB;ElementoCurricularDAO;16.042790649114295
ManterElementoCurricularEJB;MatrizCurricularDAO;0.3
ManterElementoCurricularEJB;ElementoOrganizacional;0.0
ManterElementoCurricularEJB;DisciplinaDAO;41.43757910154089
ManterElementoCurricularEJB;NegocioException;0.0
ManterElementoCurricularEJB;TrabalhoConclusaoDAO;27.9250527343606
ManterElementoCurricularEJB;TCC;0.0
ManterElementoCurricularEJB;PCC;0.0
ManterElementoCurricularEJB;EstagioDAO;27.925052734360605
ManterElementoCurricularEJB;UnidadeEnsinoDAO;13.132761484448995
ManterElementoCurricularEJB;AtividadeComplementarDAO;27.925052734360605
ManterElementoCurricularEJB;InstituicaoDAO;0.3
ManterElementoCurricularEJB;PCCDAO;27.625052734360604
ManterDiarioClasseEJB;AvaliacaoConceito;0.0
ManterDiarioClasseEJB;TipoAula;0.0
ManterDiarioClasseEJB;AvaliacaoDAO;85.83152708510889
ManterDiarioClasseEJB;OcorrenciaAlunoDAO;0.0
ManterDiarioClasseEJB;FaltaDAO;1820.7615299076488
ManterDiarioClasseEJB;TipoVinculoClasseDAO;0.3
ManterDiarioClasseEJB;EtapaAvaliacao;0.0
ManterDiarioClasseEJB;PeriodoLetivoDAO;8.2989395601
ManterDiarioClasseEJB;Classe;0.0
ManterDiarioClasseEJB;TipoLancamentoDadosHistoricoDAO;0.3
ManterDiarioClasseEJB;ResultadoAvaliacaoDAO;43.2623401213312
ManterDiarioClasseEJB;StatusAlunoDAO;0.0
ManterDiarioClasseEJB;Docencia;0.0
ManterDiarioClasseEJB;UnidadeEnsino;0.0
ManterDiarioClasseEJB;ResultadoAvaliacaoConceito;0.0
ManterDiarioClasseEJB;UnidadeOrganizacionalDAO;25.24966213356329
ManterDiarioClasseEJB;CursoDAO;0.0
ManterDiarioClasseEJB;StatusAlunoClasseDAO;0.3
ManterDiarioClasseEJB;ListaAuxiliarSelecao;0.0
ManterDiarioClasseEJB;DocenteDAO;21.661301349114293
ManterDiarioClasseEJB;AbonoFalta;0.0
ManterDiarioClasseEJB;ConjuntoRegrasAcademicasDAO;1.02
ManterDiarioClasseEJB;ElementoOrganizacional;0.0
ManterDiarioClasseEJB;OrganizacaoAcademica;0.0
ManterDiarioClasseEJB;HorarioAula;0.0
ManterDiarioClasseEJB;TipoAulaDAO;36.692593812903134
ManterDiarioClasseEJB;NegocioException;0.0
ManterDiarioClasseEJB;Instituicao;0.0
ManterDiarioClasseEJB;ClasseDAO;73.34192661289198
ManterDiarioClasseEJB;AulaDAO;1123.504520848778
ManterDiarioClasseEJB;DocenciaDAO;74.7970150839777
ManterDiarioClasseEJB;Aula;0.657
ManterDiarioClasseEJB;EstruturaEtapaAvaliacaoDAO;94.97594933795135
ManterDiarioClasseEJB;Avaliacao;0.0
ManterDiarioClasseEJB;TipoAvaliacaoDAO;0.0
ManterDiarioClasseEJB;Falta;14.203774979999997
ManterDiarioClasseEJB;AbonoFaltaDAO;0.0
ManterDiarioClasseEJB;AvaliacaoConceitoDAO;90.14448654928877
ManterDiarioClasseEJB;UnidadeOrganizacional;0.0
ManterDiarioClasseEJB;CalendarioAcademico;0.0
ManterDiarioClasseEJB;ResultadoEtapaAvaliacaoConceito;0.0
ManterDiarioClasseEJB;Matricula;0.0
ManterDiarioClasseEJB;ConceitoAvaliacaoDAO;0.0
ManterDiarioClasseEJB;Docente;0.0
ManterDiarioClasseEJB;ResultadoFinalConceito;0.0
ManterDiarioClasseEJB;TipoOcorrenciaDAO;0.0
ManterDiarioClasseEJB;ResultadoAvaliacaoConceitoDAO;8.039766
ManterDiarioClasseEJB;ResultadoAvaliacao;0.0
ManterDiarioClasseEJB;Curso;0.0
ManterDiarioClasseEJB;ResultadoFinalConceitoDAO;72.37759552407063
ManterDiarioClasseEJB;EnturmacaoDAO;319.57626263566914
ManterDiarioClasseEJB;Enturmacao;0.0
ManterDiarioClasseEJB;ResultadoEtapaAvaliacaoConceitoDAO;53.8540664091515
ManterDiarioClasseEJB;HorarioAulaDAO;58.1991359637777
ManterDiarioClasseEJB;AulaAntecipacaoReposicaoDAO;1.02
ManterDiarioClasseEJB;OrganizacaoAcademicaDAO;0.0
ManterDiarioClasseEJB;EstruturaEtapaAvaliacao;0.0
ManterDiarioClasseEJB;InstituicaoDAO;0.0
ManterDiarioClasseEJB;Turma;0.0
ManterDiarioClasseEJB;EtapaAvaliacaoConceito;0.0
TipoPendenciaMatriculaDAO;ManterMatriculaEJB;0.0
TurmaAux;ManterTurmaEJB;0.0
TurmaAux;TurmaDAO;0.6
TipoParticipanteEnadeDAO;ManterEnadeEJB;0.3
CursoOrigemDAO;ManterAlunoEJB;0.3
GradeHorarioHorarioAulaDAO;GradeHoraria;0.0
GradeHorarioHorarioAulaDAO;ManterGradeHorariaEJB;11.6451
BasePrincipal;DbPolicy;0.0
FecharPeriodoLetivoClasseEJB;AvaliacaoDAO;57.8991359637777
FecharPeriodoLetivoClasseEJB;EstruturaEtapaAvaliacaoMatrizCurricular;0.0
FecharPeriodoLetivoClasseEJB;MatriculaDAO;0.6
FecharPeriodoLetivoClasseEJB;FaltaDAO;141.46488564740056
FecharPeriodoLetivoClasseEJB;NotaEtapaAluno;0.0
FecharPeriodoLetivoClasseEJB;EtapaAvaliacao;0.0
FecharPeriodoLetivoClasseEJB;Classe;0.0
FecharPeriodoLetivoClasseEJB;CancelamentoMatriculaCursoDAO;82.07293411985488
FecharPeriodoLetivoClasseEJB;ResultadoAvaliacaoDAO;61.737188963777704
FecharPeriodoLetivoClasseEJB;StatusAlunoCurso;0.0
FecharPeriodoLetivoClasseEJB;ResultadoAvaliacao;0.0
FecharPeriodoLetivoClasseEJB;Curso;0.0
FecharPeriodoLetivoClasseEJB;EnturmacaoDAO;611.2345676508136
FecharPeriodoLetivoClasseEJB;CursoDAO;0.6
FecharPeriodoLetivoClasseEJB;Enturmacao;0.0
FecharPeriodoLetivoClasseEJB;StatusAlunoClasseDAO;0.3
FecharPeriodoLetivoClasseEJB;ListaAuxiliarSelecao;0.0
FecharPeriodoLetivoClasseEJB;IManterRegraAcademicaEJB;0.3
FecharPeriodoLetivoClasseEJB;ConjuntoRegrasAcademicasDAO;0.3
FecharPeriodoLetivoClasseEJB;CancelamentoMatriculaCurso;0.3
FecharPeriodoLetivoClasseEJB;NegocioException;0.0
FecharPeriodoLetivoClasseEJB;ClasseDAO;183.12969155139896
FecharPeriodoLetivoClasseEJB;AulaDAO;57.8991359637777
FecharPeriodoLetivoClasseEJB;Avaliacao;0.0
FecharPeriodoLetivoClasseEJB;RegraAcademica;0.0
FecharPeriodoLetivoClasseEJB;Falta;25.436727537001843
FecharPeriodoLetivoClasseEJB;EtapaNotaAlunos;0.0
FecharPeriodoLetivoClasseEJB;StatusAlunoCursoDAO;0.6
FecharPeriodoLetivoClasseEJB;TurmaDAO;13.342790649114294
FecharPeriodoLetivoClasseEJB;Turma;0.0
FecharPeriodoLetivoClasseEJB;EstruturaEtapaAvaliacaoMatrizCurricularDAO;0.0
FecharPeriodoLetivoClasseEJB;ConjuntoRegrasAcademicas;0.0
MatrizCurricularPeriodoDAO;ManterMatrizCurricularEJB;3.0599999999999996
AnexoEmail;EmailUtil;0.0
ParticipacaoProgramaAssisEstudantilDAO;ManterInscricaoProgramasAssistenciaEstudantilEJB;0.3
ManterReservaEquipamentoEnsinoEJB;UnidadeOrganizacionalDAO;11.906871484448995
ManterReservaEquipamentoEnsinoEJB;VinculoDAO;0.6
ManterReservaEquipamentoEnsinoEJB;ReservaEquipamentoEnsinoDAO;17.342493733563295
ManterReservaEquipamentoEnsinoEJB;DataFixaDAO;0.3
ManterReservaEquipamentoEnsinoEJB;UnidadeEnsinoDAO;0.0
ManterReservaEquipamentoEnsinoEJB;TipoEquipamentoDAO;0.0
ManterReservaEquipamentoEnsinoEJB;EquipamentoEnsinoDAO;8.953272784448995
ZonaProcedenciaDAO;ManterPessoaFisicaEJB;0.0
AplicacaoPerguntasAssistenciaEstudantilDAO;ManterPerguntasProgramasAssistenciaEstudantilEJB;0.0
ManterConvenioEJB;TermoAditivo;0.0
ManterConvenioEJB;TipoParticipacaoInstituicaoDAO;0.0
ManterConvenioEJB;AreaTematicaDAO;0.0
ManterConvenioEJB;InstituicaoExternaDAO;0.0
ManterConvenioEJB;TermoConvenio;0.0
ManterConvenioEJB;TermoAditivoDAO;0.3
ManterConvenioEJB;TermoCompromisso;0.0
ManterConvenioEJB;TermoConvenioDAO;3.171
ManterConvenioEJB;InstituicaoParticipante;0.0
ManterConvenioEJB;ConvenioDAO;2.2797
ManterConvenioEJB;InstituicaoParticipanteDAO;0.3
ManterConvenioEJB;CategoriaConvenioDAO;0.0
ManterConvenioEJB;TermoCompromissoDAO;3.171
ManterConvenioEJB;TipoConvenioEstagioDAO;0.0
TipoSituacaoMatriculaDAO;ManterMatriculaEJB;0.3
ManterUsuarioEJB;PermissaoDAO;5.0507773799999995
ManterUsuarioEJB;TipoAcessoDAO;0.3
ManterUsuarioEJB;LotacaoServidorDAO;0.3
ManterUsuarioEJB;PessoaFisicaDAO;17.2370214
ManterUsuarioEJB;StatusUsuarioDAO;0.0
ManterUsuarioEJB;UsuarioDAO;8.3185107
ManterUsuarioEJB;PerfilDAO;0.0
ManterUsuarioEJB;GrupoDAO;5.350777379999999
ManterUsuarioEJB;Usuario;0.3
PerfilAcaoDAO;ManterPerfilEJB;9.855360000000001
PerfilAcaoDAO;Duracao;0.0
PerfilAcaoDAO;Perfil;0.0
TipoTelefoneDAO;ManterElementoOrganizacionalEJB;0.0
TipoTelefoneDAO;ManterPessoaFisicaEJB;0.0
TipoTelefoneDAO;ManterInstituicaoExternaEJB;0.0
TipoTelefoneDAO;ManterAlunoEJB;0.3
IGenericCrud;GenericCrudMB;0.6
ConjuntoRegrasAcademicasMatrizDAO;MatrizCurricular;0.0
ConjuntoRegrasAcademicasMatrizDAO;PeriodoLetivo;0.0
ConjuntoRegrasAcademicasMatrizDAO;ManterConjuntoRegrasAcademicasEJB;228.8381781318121
ValidarRetorno;ValidadorFormula;0.6
IAbrirPeriodoLetivoPorTurmaEJB;ManterClasseEJB;116.0982719275554
CursoDAO;MatrizCurricular;0.0
CursoDAO;ManterElementoCurricularEJB;0.8999999999999999
CursoDAO;ManterConselhoClasseEJB;0.6
CursoDAO;ManterProjetoExtensaoEJB;0.0
CursoDAO;VincularAlunoAClasseEJB;0.3
CursoDAO;ManterRelatorioAlunoEJB;8.493372784448995
CursoDAO;ManterCriterioClassificacaoEJB;0.3
CursoDAO;ManterEtapaAvaliacaoEJB;0.6
CursoDAO;ImprimirDiarioDeClasseEJB;0.3
CursoDAO;PeriodoLetivo;0.0
CursoDAO;Curso;0.0
CursoDAO;UnidadeEnsino;0.0
CursoDAO;ManterCursoEJB;21.300244268897995
CursoDAO;ReaberturaTurmaClasseEJB;15.161327082114298
CursoDAO;AbrirPeriodoLetivoPorTurmaEJB;0.6
CursoDAO;ManterAbonoFaltaEJB;103.51291098220346
CursoDAO;FecharPeriodoLetivoPorTurmaEJB;41.92952564867758
CursoDAO;ManterInscricaoElementoCurricularEJB;0.3
CursoDAO;ManterMatrizCurricularEJB;8.493372784448995
CursoDAO;ListaAuxiliarSelecao;0.0
CursoDAO;ManterAulaEJB;0.3
CursoDAO;ManterAlunoEJB;8.493372784448995
CursoDAO;ManterPedidoRenovacaoMatriculaEJB;26.768198566563292
CursoDAO;ManterMatriculaEJB;40.11098921567759
CursoDAO;ManterSupervisaoEstagioEJB;8.793372784448996
CursoDAO;CopiarTurmaEJB;15.161327082114298
CursoDAO;ManterAproveitamentoAceleracaoeDispensaEJB;26.768198566563292
CursoDAO;FecharPeriodoLetivoClasseEJB;0.6
CursoDAO;ManterDiarioClasseEJB;0.0
CursoDAO;ManterOfertaVagaEJB;8.793372784448996
CursoDAO;UnidadeOrganizacional;0.0
CursoDAO;ManterConjuntoRegrasAcademicasEJB;1.2
CursoDAO;ManterSituacaoAlunoCursoEJB;26.768198566563292
EmailDAO;ManterMatriculaEJB;0.0
EmailDAO;ManterOcorrenciaAlunoEJB;0.0
EmailDAO;ManterEstagioMatriculaEJB;0.0
EmailDAO;ManterRelatorioFinalEstagioEJB;0.0
EmailDAO;ManterAlunoEJB;0.0
EmailDAO;ManterPeriodoAcompanhamentoEJB;0.0
EmailDAO;EfetuarLoginEJB;0.0
GradeHorariaMatrizCurricularDAO;GradeHoraria;0.0
GradeHorariaMatrizCurricularDAO;ManterGradeHorariaEJB;57.783995579085925
EstruturaEtapaAvaliacaoDAO;ManterClasseEJB;94.67594933795135
EstruturaEtapaAvaliacaoDAO;ListaAuxiliarSelecao;0.0
EstruturaEtapaAvaliacaoDAO;ManterDiarioClasseEJB;94.97594933795135
EstruturaEtapaAvaliacaoDAO;UnidadeEnsino;0.0
StatusAlunoDAO;ManterEtapaAvaliacaoEJB;0.0
StatusAlunoDAO;ManterDiarioClasseEJB;0.0
ElementoMatrizDAO;MatrizCurricular;0.0
ElementoMatrizDAO;ManterClasseEJB;178.0757107505031
ElementoMatrizDAO;ManterInscricaoElementoCurricularEJB;16.645456367180298
ElementoMatrizDAO;ManterMatrizCurricularEJB;222.97106998039533
ElementoMatrizDAO;ManterAproveitamentoAceleracaoeDispensaEJB;79.81462225583705
ElementoMatrizDAO;ElementoMatriz;0.0
ElementoMatrizDAO;ManterRelatorioAlunoEJB;175.4647008788544
ElementoMatrizDAO;ElementoCurricular;0.0
DocenciaDAO;ManterClasseEJB;212.42587050453312
DocenciaDAO;Classe;0.0
DocenciaDAO;ListaAuxiliarSelecao;0.0
DocenciaDAO;ManterDiarioClasseEJB;74.7970150839777
DocenciaDAO;Docente;0.0
DocenciaDAO;Curso;0.0
DocenciaDAO;ManterServidorEJB;16.5978791202
CalendarioAcademicoMatrizCurricularDAO;CalendarioAcademico;0.0
CalendarioAcademicoMatrizCurricularDAO;ManterMatrizCurricularEJB;25.421489696594303
SistemaEnsinoDAO;ManterElementoOrganizacionalEJB;0.0
